,Medicine Name,AHMEDNAGAR,AKOLA,AMARAVATI,AMRAVATI,ANDRA PRADESH,AURANGABAD,BADLAPUR,BAGALKOT,BALAGHAT,BANGALORE,BEED,BELGAUM,BELLARY,BHANDARA,BULDHANA,BURHANPUR,CHANDRAPUR,DAVANGERE,DEVGAD ,DHARWAD,DHULE,DOMBIVLI,GADAG,GADCHIROLI,GONDIA,GONDIYA,GULBARGA,HINGOLI,HYDERABAD,ICHALKARANJI,JAIPUR,JALANA,JALGAON,JALNA,KALYAN,KERALA,KHORDHA,KOLHAPUR,KOPPAL,LATUR,MALKAJGIRI,MUMBAI,NAGPUR,NAGPUR ,NANDED,NANDURBAR,NASHIK,NAVI MUMBAI,OSMANABAD,PARBHANI,PUNE,RAIGAD,RATNAGIRI,SANGLI,SATARA,SINDHUDURG,SOLAPUR,THANE,UTTAR KANNADA,VIJAYAPURA,WARDHA,WASHIM,YAVATMAL,avg_mean
363,GLIMEPIRIDE 3 MG TAB,3.5,3.947368421052631,0,1.153846153846154,0,22.0,0.0,0.6666666666666666,0,0,12.10526315789474,0.15625,0,0.7142857142857143,0.0,0,4.210526315789473,0,0,3.75,11.44444444444444,0,0.0,1.666666666666667,1.25,0,20,7.0,0.0,3.333333333333333,0,14.21052631578947,3.333333333333333,0.0,0,12.5,3.333333333333333,10.17241379310345,0.0,6.666666666666667,0,21.66666666666667,1.777777777777778,10,0.0,16.0,8.333333333333334,5.0,9.090909090909092,16.18181818181818,17.37704918032787,8.181818181818182,7.0,10.17241379310345,7.941176470588236,18.75,10.0,13.84615384615385,0,0,0.0,0.7142857142857143,19.54545454545455,5.534821922197508
364,FOLIGRACE-SG,0.0,6.842105263157895,0,10.96153846153846,0,11.66666666666667,8.75,0.0,0,0,0.5263157894736842,0.625,0,7.857142857142857,3.888888888888889,0,1.052631578947368,0,0,1.25,7.777777777777778,20,3.333333333333333,0.0,1.25,0,10,0.0,0.0,0.0,10,10.0,5.0,0.0,0,0.0,3.333333333333333,11.82758620689655,0.0,1.666666666666667,0,8.333333333333334,6.444444444444445,10,0.7142857142857143,0.0,7.8125,2.5,9.090909090909092,4.545454545454546,16.35245901639344,11.81818181818182,56.3,11.37931034482759,7.352941176470588,2.5,8.235294117647058,7.692307692307693,0,0,0.0,7.857142857142857,14.54545454545454,5.255285801915496
365,SIOBAN TAB,1.0,15.78947368421053,20,8.461538461538462,0,2.333333333333333,1.25,0.0,20,0,0.0,1.5625,0,5.0,13.33333333333333,0,6.052631578947368,0,50,0.0,0.0,0,0.0,10.0,3.75,0,0,1.0,0.0,3.333333333333333,0,0.5263157894736842,0.0,0.0,0,42.5,0.0,37.24137931034483,0.0,3.333333333333333,0,46.66666666666666,3.111111111111111,0,0.0,0.0,2.083333333333333,10.0,1.818181818181818,2.727272727272727,8.565573770491802,15.09090909090909,12.5,3.724137931034483,3.235294117647059,0.0,5.294117647058823,3.846153846153846,0,0,3.333333333333333,37.14285714285715,32.72727272727273,6.957672816209082
366,UBILIT -2.5,0.0,1.842105263157895,0,8.076923076923077,0,5.0,18.75,0.0,0,0,5.263157894736842,1.09375,0,20.71428571428572,16.11111111111111,0,0.0,0,0,2.5,0.0,0,6.666666666666667,1.0,3.75,30,10,13.0,6.666666666666667,0.0,0,0.0,3.333333333333333,0.0,0,32.5,0.0,6.896551724137931,0.0,19.16666666666667,0,0.0,12.0,0,2.857142857142857,2.0,4.583333333333333,7.5,10.90909090909091,7.954545454545454,12.22131147540984,12.42424242424242,8.5,9.275862068965518,10.88235294117647,4.75,15.14705882352941,12.0,0,0,0.0,0.0,35.0,6.037081879446383
367,PREROS-PLUS CAP,2.5,5.0,10,2.884615384615385,0,7.0,2.5,0.6666666666666666,0,0,0.0,0.78125,0,3.571428571428572,1.666666666666667,35,0.5263157894736842,0,0,1.25,2.222222222222222,0,0.0,0.0,2.5,0,0,3.0,3.333333333333333,0.0,0,6.842105263157895,0.0,0.0,0,0.0,0.0,7.327586206896552,0.0,2.5,0,36.66666666666666,10.22222222222222,0,2.857142857142857,4.0,8.333333333333334,10.0,6.363636363636363,2.727272727272727,18.60655737704918,5.606060606060606,21.3,20.44827586206896,13.97058823529412,0.0,7.352941176470588,10.92307692307692,0,0,0.0,7.142857142857143,20.0,4.882425739644646
368,BECOLEAF-G,6.5,9.473684210526315,20,10.19230769230769,0,0.0,10.0,2.666666666666667,30,40,2.105263157894737,5.78125,0,52.14285714285715,4.444444444444445,0,7.368421052631579,0,20,0.0,10.0,0,0.0,34.16666666666666,20.0,0,0,0.0,13.33333333333333,0.0,0,1.578947368421053,0.0,0.0,0,0.0,33.33333333333334,9.827586206896552,15.0,10.0,20,3.333333333333333,6.222222222222222,0,5.0,4.0,1.875,0.0,2.727272727272727,0.0,13.72950819672131,7.575757575757576,3.0,5.0,3.823529411764706,1.25,3.529411764705882,6.153846153846154,0,0,0.0,12.85714285714286,39.54545454545455,8.056146667685727
369,PAINCOM DT,13.5,8.421052631578947,20,15.38461538461539,0,5.666666666666667,1.25,2.0,20,0,5.789473684210527,0.15625,0,15.0,5.555555555555555,0,2.105263157894737,0,10,0.0,3.333333333333333,0,6.666666666666667,40.0,8.75,0,0,10.0,0.0,6.666666666666667,0,13.1578947368421,0.0,0.0,0,2.5,0.0,13.79310344827586,0.0,4.583333333333333,0,6.666666666666667,3.555555555555555,0,2.142857142857143,0.0,5.208333333333333,0.0,17.27272727272727,10.90909090909091,4.836065573770492,18.48484848484848,6.5,5.396551724137931,11.17647058823529,1.25,5.588235294117647,0.7692307692307693,0,0,20.0,38.57142857142857,28.18181818181818,6.679202465610445
370,ENDOPAR TAB,9.5,5.789473684210527,20,6.923076923076923,0,0.3333333333333333,11.25,0.0,0,0,1.052631578947368,3.59375,0,5.714285714285714,1.111111111111111,0,1.052631578947368,0,0,0.0,0.0,0,0.0,23.33333333333333,24.375,0,0,0.0,6.666666666666667,0.0,0,1.052631578947368,0.0,0.0,0,0.0,0.0,38.94827586206897,0.0,0.0,0,8.333333333333334,10.66666666666667,0,4.285714285714286,16.0,3.125,0.0,20.90909090909091,9.545454545454545,2.950819672131148,12.87878787878788,0.0,8.051724137931034,6.911764705882353,0.0,30.58823529411765,2.307692307692307,0,0,0.0,0.0,13.63636363636364,4.934711884731658
371,PAN 40+LEVO 75MG CAP,4.0,2.368421052631579,20,7.692307692307693,0,3.333333333333333,2.5,4.0,0,0,3.157894736842105,2.5,0,12.85714285714286,16.66666666666667,0,3.157894736842105,0,40,1.25,3.333333333333333,0,0.0,38.33333333333334,16.875,0,0,1.0,0.0,0.0,0,11.57894736842105,6.666666666666667,0.0,5,2.5,10.0,16.72413793103448,5.0,6.666666666666667,0,15.0,8.88888888888889,0,5.0,10.0,6.666666666666667,2.5,12.72727272727273,5.0,6.967213114754099,8.787878787878787,22.0,12.93103448275862,11.17647058823529,3.75,11.76470588235294,0.0,0,10,0.0,7.857142857142857,14.09090909090909,6.702697293048918
372,METOPROLOL SUCCINATE 50 MG ER + HYDROCHLOROTHIAZIDE 12.5 MG,16.5,0.5263157894736842,0,12.11538461538461,0,9.333333333333334,0.0,0.6666666666666666,0,0,3.684210526315789,2.03125,0,5.714285714285714,6.944444444444445,0,0.5263157894736842,0,0,2.5,5.555555555555555,0,0.0,0.0,5.0,0,0,5.0,0.0,0.0,0,4.210526315789473,6.666666666666667,0.0,0,0.0,0.0,8.448275862068966,0.0,15.0,0,3.333333333333333,3.777777777777778,0,1.428571428571429,22.0,11.5625,0.0,13.63636363636364,9.545454545454545,6.80327868852459,14.54545454545454,2.0,16.20689655172414,17.35294117647059,7.5,19.70588235294118,1.538461538461539,0,0,0.0,7.142857142857143,11.81818181818182,4.449542631993252
373,REPAGLINIDE 1MG TAB,3.0,5.789473684210527,0,2.692307692307693,0,8.666666666666666,1.25,0.0,0,0,1.052631578947368,0.625,0,20.0,4.444444444444445,0,7.894736842105263,0,0,0.0,2.222222222222222,10,0.0,11.0,30.0,0,0,1.0,3.333333333333333,0.0,0,3.157894736842105,0.0,0.0,0,0.0,6.666666666666667,6.206896551724138,0.0,0.8333333333333334,0,16.66666666666667,10.88888888888889,40,0.0,38.0,5.9375,20.0,7.272727272727272,0.4545454545454545,13.68852459016393,10.60606060606061,29.0,10.51724137931035,20.58823529411765,37.5,0.9411764705882353,20.0,0,0,0.0,2.142857142857143,14.54545454545454,6.802944223241023
374,ROSUVASTATIN 10 MG + ASPIRIN 150 MG,18.5,7.368421052631579,0,3.076923076923077,0,15.0,1.25,0.0,10,0,10.52631578947368,0.0,0,7.142857142857143,5.0,0,3.684210526315789,0,0,0.0,17.33333333333333,0,0.0,6.666666666666667,8.75,0,0,14.0,0.0,0.0,0,11.57894736842105,20.0,0.0,40,0.0,0.0,8.620689655172415,0.0,2.5,0,1.666666666666667,21.33333333333333,0,3.571428571428572,12.0,3.75,2.5,11.81818181818182,16.81818181818182,6.663934426229508,6.96969696969697,3.0,10.68965517241379,3.529411764705882,3.75,9.705882352941176,10.0,0,0,0.0,18.57142857142857,23.63636363636364,6.047183011323277
375,SPIRONOLACTONE 25MG TAB,0.0,3.684210526315789,0,5.192307692307693,0,8.0,0.0,0.0,0,0,5.263157894736842,0.78125,0,16.42857142857143,7.222222222222222,5,5.263157894736842,0,0,6.25,0.0,0,0.0,0.0,7.5,0,0,8.0,3.333333333333333,10.0,0,2.105263157894737,1.666666666666667,0.0,0,2.5,0.0,9.172413793103448,5.0,1.833333333333333,0,3.333333333333333,33.33333333333334,0,3.571428571428572,0.0,2.5,0.0,8.181818181818182,10.90909090909091,5.163934426229508,18.03030303030303,22.0,14.13793103448276,10.29411764705882,10.0,3.823529411764706,14.61538461538461,0,0,0.0,12.85714285714286,22.27272727272727,4.908253374084447
376,TELMI 40+ CHLOR 6.25+ CILINI 10,1.5,11.05263157894737,0,12.5,0,3.666666666666667,2.5,0.0,0,0,2.105263157894737,0.0,0,4.285714285714286,26.66666666666667,0,13.68421052631579,0,0,0.0,10.0,0,0.0,5.0,0.0,0,0,8.0,0.0,0.0,0,6.315789473684211,11.66666666666667,5.0,10,0.0,0.0,5.0,0.0,14.16666666666667,0,1.666666666666667,10.22222222222222,0,2.357142857142857,4.0,12.08333333333333,2.5,10.90909090909091,10.0,3.278688524590164,21.81818181818182,3.0,11.03448275862069,4.411764705882353,22.5,13.52941176470588,0.7692307692307693,0,0,78.33333333333333,17.85714285714286,10.72727272727273,6.255686364073645
377,LEVOLINE-P RESPULES,2.75,3.947368421052631,0,2.5,0,0.3333333333333333,21.875,0.0,10,0,0.2631578947368421,0.703125,0,3.214285714285714,0.7222222222222222,0,2.105263157894737,0,0,0.0,0.5555555555555556,0,0.0,0.0,1.25,0,0,32.5,0.0,10.0,20,3.684210526315789,0.0,0.0,0,0.0,0.0,8.431034482758621,5.0,50.41666666666666,0,5.0,4.755555555555556,0,1.428571428571429,1.0,5.416666666666667,0.0,0.0,84.0909090909091,10.45901639344262,12.57575757575758,3.5,2.068965517241379,5.529411764705882,5.25,6.764705882352941,23.46153846153846,0,0,0.0,8.071428571428571,18.5,6.00196428385702
378,COLDFIZ TAB,7.85,30.0,0,4.615384615384615,0,3.666666666666667,0.0,6.0,0,0,0.5263157894736842,4.53125,0,0.0,36.66666666666666,0,1.578947368421053,0,0,0.0,0.0,10,0.0,11.66666666666667,1.25,0,0,1.0,16.66666666666667,0.0,20,8.947368421052632,0.0,0.0,0,15.0,0.0,13.18965517241379,20.0,0.8333333333333334,0,0.0,4.888888888888889,0,1.428571428571429,2.0,10.52083333333333,2.5,46.36363636363637,0.9090909090909091,2.459016393442623,13.63636363636364,17.5,4.310344827586207,10.29411764705882,0.0,15.29411764705882,0.0,0,10,10.0,46.42857142857143,10.0,6.706705934449973
379,GABA M TAB,3.5,3.157894736842105,0,5.961538461538462,0,6.0,1.25,1.333333333333333,0,0,2.631578947368421,3.28125,0,9.285714285714286,5.555555555555555,0,3.684210526315789,0,0,0.0,6.666666666666667,0,0.0,0.0,10.0,0,10,1.5,10.0,0.0,40,10.52631578947368,1.666666666666667,0.0,0,20.0,10.0,6.551724137931035,0.0,8.333333333333334,0,5.0,27.77777777777778,0,1.428571428571429,0.0,4.0625,5.0,14.54545454545454,13.63636363636364,6.188524590163935,3.636363636363636,22.0,16.89655172413793,7.352941176470588,1.25,14.41176470588235,6.923076923076923,0,0,6.666666666666667,1.428571428571429,20.0,5.699855725083178
380,CUBETA-S OINT.,0.15,3.315789473684211,22,36.86538461538461,0,1.8,2.875,0.0,20,0,1.157894736842105,3.0,0,1.428571428571429,12.0,0,2.368421052631579,0,9,0.0,4.222222222222222,26,0.0,6.333333333333333,3.5,0,0,19.7,0.0,0.0,0,4.210526315789473,1.333333333333333,0.0,0,0.0,0.0,13.74137931034483,0.0,2.833333333333333,0,0.8333333333333334,4.044444444444444,2,2.285714285714286,6.4,5.979166666666667,15.5,10.81818181818182,4.363636363636363,3.049180327868852,24.24242424242424,1.8,7.568965517241379,6.676470588235294,0.875,6.676470588235294,1.384615384615385,0,0,0.8333333333333334,11.71428571428571,28.59090909090909,5.451925727850729
381,KILL-THYRO-25 TAB,1.8,15.89473684210526,0,11.32692307692308,0,4.333333333333333,2.875,0.5333333333333333,10,0,3.105263157894737,0.78125,0,20.85714285714286,12.66666666666667,0,10.21052631578947,0,2,1.5,4.888888888888889,2,2.0,22.5,12.5,0,0,4.4,0.0,1.666666666666667,0,5.0,6.166666666666667,0.0,0,4.0,4.333333333333333,5.741379310344827,0.0,8.333333333333334,7,7.333333333333333,20.26666666666667,5,1.928571428571429,9.4,5.604166666666667,1.75,7.909090909090909,5.909090909090909,8.901639344262295,7.424242424242424,15.4,6.568965517241379,7.911764705882353,3.0,7.205882352941177,5.769230769230769,0,0,24.66666666666667,7.785714285714286,19.45454545454545,5.834984368516972
382,G-SKINGLOW SKIN CREAM,2.45,13.52631578947368,6,15.44230769230769,0,3.166666666666667,5.25,4.0,0,0,2.210526315789474,5.140625,0,5.714285714285714,5.611111111111111,0,1.473684210526316,0,7,0.625,0.5555555555555556,5,0.0,0.8333333333333334,9.625,0,0,2.4,7.333333333333333,1.666666666666667,24,1.526315789473684,1.0,0.0,5,0.75,6.666666666666667,12.17241379310345,13.5,1.666666666666667,0,5.333333333333333,11.75555555555556,3,8.142857142857142,8.4,10.27083333333333,11.0,20.09090909090909,6.545454545454546,5.385245901639344,25.63636363636364,3.8,7.448275862068965,4.147058823529412,0.0,5.705882352941177,4.923076923076923,0,0,0.0,6.0,26.31818181818182,5.479515914669908
383,KILL-THYRO-50 TAB,2.25,11.26315789473684,3,9.692307692307692,0,4.6,2.125,0.8,15,4,3.368421052631579,1.640625,0,20.0,7.388888888888889,3,6.842105263157895,0,3,3.25,3.777777777777778,9,4.0,21.16666666666667,13.125,0,0,5.1,1.333333333333333,4.333333333333333,0,5.263157894736842,7.666666666666667,0.0,0,3.25,1.666666666666667,7.03448275862069,0.0,5.416666666666667,6,9.666666666666666,18.08888888888889,8,0.9285714285714286,6.4,5.645833333333333,2.75,10.09090909090909,6.0,10.09836065573771,8.696969696969697,13.3,6.775862068965517,9.294117647058824,4.625,9.647058823529411,5.769230769230769,4,0,15.16666666666667,7.642857142857143,17.45454545454545,6.0221554903194
384,FLEXIB-325 TAB,1.3,9.842105263157896,40,5.673076923076923,0,1.333333333333333,1.25,0.0,0,0,0.5263157894736842,1.09375,0,10.64285714285714,6.277777777777778,0,1.578947368421053,0,0,0.0,2.222222222222222,0,0.0,3.333333333333333,3.75,0,0,0.0,0.0,0.0,0,0.0,5.0,0.0,0,0.0,0.0,15.43103448275862,0.0,1.666666666666667,0,15.0,4.422222222222222,10,1.785714285714286,6.0,4.270833333333333,2.5,4.090909090909091,0.4545454545454545,10.28688524590164,55.63636363636363,3.0,6.689655172413793,12.55882352941176,2.5,10.29411764705882,8.461538461538462,0,0,3.333333333333333,10.0,14.18181818181818,4.704574284089566
385,CLOTRI + BECLOME CREAM,1.25,0.0,0,0.0,0,0.0,9.375,0.6666666666666666,0,0,0.0,1.46875,0,0.0,0.0,0,0.0,0,19,0.0,0.0,20,1.666666666666667,0.0,0.0,0,0,0.0,2.0,0.0,10,0.0,0.0,0.0,0,11.5,0.0,26.89655172413793,5.0,3.333333333333333,0,9.333333333333334,0.0,0,0.0,0.0,6.208333333333333,15.75,8.636363636363637,0.0,14.70491803278689,37.63636363636363,21.1,14.82758620689655,13.88235294117647,3.75,10.94117647058824,5.307692307692307,0,0,0.0,0.0,0.4545454545454545,4.360152916569593
386,OXBIZEP-300 TAB,8.0,1.052631578947368,0,4.423076923076923,0,1.666666666666667,0.0,2.0,0,0,8.421052631578947,0.46875,0,2.142857142857143,13.61111111111111,0,0.0,0,0,0.0,0.0,0,16.66666666666667,0.0,0.0,0,20,11.0,3.333333333333333,16.66666666666667,10,6.263157894736842,0.0,0.0,0,0.0,0.0,4.482758620689655,0.0,18.33333333333333,0,1.666666666666667,9.11111111111111,0,9.285714285714286,2.0,7.145833333333333,0.0,73.0,11.36363636363636,8.688524590163935,5.0,34.0,6.982758620689655,6.323529411764706,8.75,21.02941176470588,13.07692307692308,0,0,0.0,4.285714285714286,23.40909090909091,6.248428206177442
387,SILOFORD-8MG TAB,1.0,17.73684210526316,0,1.153846153846154,0,2.0,0.375,0.0,10,10,2.631578947368421,0.15625,0,2.857142857142857,8.11111111111111,0,2.105263157894737,0,10,0.0,0.0,0,1.666666666666667,5.5,15.0,0,0,5.5,0.0,0.0,10,0.5263157894736842,0.0,0.0,0,22.5,16.66666666666667,8.448275862068966,0.0,8.333333333333334,0,9.166666666666666,13.44444444444444,0,0.2142857142857143,12.0,3.125,17.5,2.272727272727273,3.636363636363636,18.42622950819672,15.54545454545454,12.5,7.758620689655173,1.911764705882353,2.5,18.38235294117647,9.23076923076923,0,0,0.0,12.14285714285714,14.36363636363636,5.339515325602405
388,TEMROS-F,7.5,0.5263157894736842,0,9.038461538461538,0,6.0,0.0,0.0,0,0,7.105263157894737,1.09375,0,2.857142857142857,16.11111111111111,0,0.5263157894736842,0,20,1.25,0.0,0,0.0,3.333333333333333,8.75,0,0,14.0,0.0,0.0,0,5.526315789473684,0.0,0.0,0,2.5,0.0,10.0,0.0,2.5,0,3.333333333333333,3.111111111111111,10,0.7142857142857143,14.0,3.229166666666667,0.0,31.81818181818182,5.909090909090909,8.114754098360656,2.121212121212121,47.0,17.75862068965517,12.94117647058824,48.75,8.529411764705882,0.7692307692307693,0,0,21.66666666666667,4.285714285714286,14.54545454545454,5.987546354454325
389,CEFPODOXIME 200 MG TAB,5.5,5.263157894736842,10,11.15384615384615,0,2.0,1.25,0.0,0,0,0.0,0.0,0,6.428571428571429,8.333333333333334,0,5.263157894736842,0,10,0.0,1.111111111111111,0,0.0,10.0,3.75,0,0,8.2,0.0,0.0,0,1.578947368421053,1.666666666666667,5.0,0,5.0,0.0,14.53448275862069,0.0,5.0,0,0.8333333333333334,6.888888888888889,0,1.428571428571429,16.0,5.3125,2.5,17.27272727272727,7.954545454545454,8.48360655737705,20.90909090909091,6.3,13.79310344827586,8.235294117647058,2.5,9.264705882352942,1.538461538461539,0,0,1.666666666666667,26.42857142857143,17.72727272727273,4.699533559743281
390,ZINCOPRIT-LS SYP,0.45,12.89473684210526,24,13.53846153846154,0,5.266666666666667,3.75,0.6666666666666666,25,0,1.368421052631579,1.953125,0,21.5,12.66666666666667,0,4.368421052631579,22,17,0.5,2.333333333333333,2,0.3333333333333333,35.5,26.0,0,5,21.9,0.0,1.0,0,7.631578947368421,0.0,0.0,0,0.0,0.0,8.655172413793103,0.0,2.666666666666667,0,0.8333333333333334,17.4,10,3.357142857142857,1.2,8.916666666666666,14.75,20.72727272727273,5.045454545454546,2.663934426229508,13.12121212121212,0.3,2.03448275862069,3.117647058823529,1.0,2.735294117647059,3.384615384615385,0,0,0.0,11.28571428571429,46.5,7.11612730893742
391,ROETRIC-500 TAB,3.5,0.0,0,2.692307692307693,0,13.0,0.0,0.0,0,0,4.210526315789473,0.78125,0,7.857142857142857,2.777777777777778,0,5.263157894736842,0,60,0.0,2.222222222222222,0,0.0,1.666666666666667,8.75,0,40,6.0,0.0,0.0,0,3.157894736842105,1.666666666666667,0.0,0,12.5,3.333333333333333,10.17241379310345,0.0,1.666666666666667,0,6.666666666666667,3.333333333333333,0,0.7142857142857143,8.0,2.5,7.5,62.18181818181818,10.0,7.5,7.272727272727272,7.0,23.62068965517241,13.52941176470588,0.0,17.94117647058824,6.153846153846154,0,0,11.66666666666667,2.142857142857143,9.545454545454545,6.325189844307586
392,RAMIPRIL 5 + HYDRO 12.5 TAB,3.5,2.631578947368421,0,1.346153846153846,0,9.333333333333334,1.25,0.0,0,0,4.736842105263158,0.9375,0,0.0,4.444444444444445,0,2.631578947368421,0,0,0.0,5.555555555555555,0,0.0,1.666666666666667,8.75,0,0,19.0,0.0,0.0,0,10.52631578947368,0.0,0.0,0,0.0,0.0,12.06896551724138,0.0,7.5,0,8.333333333333334,8.88888888888889,0,8.571428571428571,18.0,1.041666666666667,12.5,32.72727272727273,9.090909090909092,7.540983606557377,18.78787878787879,19.0,14.31034482758621,11.17647058823529,0.0,13.23529411764706,9.23076923076923,0,0,20.0,4.285714285714286,9.090909090909092,5.106203158201039
393,NEBIVOLOL SA,24.75,40.0,0,0.5769230769230769,0,2.666666666666667,0.0,0.0,0,0,2.105263157894737,0.15625,0,2.142857142857143,2.222222222222222,0,2.631578947368421,0,0,0.0,1.111111111111111,0,0.0,0.0,6.25,0,0,9.0,0.0,0.0,0,1.578947368421053,0.0,0.0,10,0.0,0.0,2.413793103448276,0.0,0.0,0,8.333333333333334,3.333333333333333,0,0.0,10.0,12.1875,0.0,11.81818181818182,6.818181818181818,6.229508196721311,9.090909090909092,16.0,6.379310344827586,25.0,0.0,13.82352941176471,13.84615384615385,0,0,0.0,29.28571428571428,35.45454545454545,5.003266884612369
394,KILL-THYRO-100 TAB,2.85,11.05263157894737,5,8.653846153846153,0,5.333333333333333,1.875,1.0,5,4,5.263157894736842,1.46875,0,12.0,7.388888888888889,0,5.263157894736842,0,2,1.625,4.888888888888889,3,0.3333333333333333,14.5,10.375,0,0,5.7,0.0,4.333333333333333,0,6.578947368421052,13.0,0.0,0,3.25,3.333333333333333,8.620689655172415,0.0,9.5,4,10.33333333333333,14.88888888888889,5,1.714285714285714,7.4,5.770833333333333,4.75,10.63636363636364,6.772727272727272,9.475409836065573,8.393939393939394,10.4,7.413793103448276,8.764705882352942,5.125,8.882352941176471,5.846153846153846,0,0,19.16666666666667,7.571428571428571,14.95454545454546,5.467424119550495
395,SITAGLIPTIN 100 MG + DAPAGLIFLOZIN 10 MG,3.25,4.473684210526316,10,5.961538461538462,0,16.0,1.25,0.0,0,0,12.10526315789474,0.0,0,6.428571428571429,1.666666666666667,0,3.684210526315789,0,0,0.0,6.666666666666667,0,0.0,0.0,3.75,0,0,1.0,0.0,3.333333333333333,0,0.0,11.66666666666667,0.0,0,0.0,0.0,5.344827586206897,0.0,8.333333333333334,0,28.33333333333333,4.666666666666667,10,4.285714285714286,8.0,8.791666666666666,10.0,17.27272727272727,5.454545454545454,10.4672131147541,9.0,21.0,10.48275862068965,17.35294117647059,7.5,7.352941176470588,14.61538461538461,0,0,5.0,0.7142857142857143,21.27272727272727,5.182185196954865
396,DUXILA-20 TAB,4.0,8.947368421052632,0,1.730769230769231,0,15.16666666666667,0.0,0.6666666666666666,20,0,2.105263157894737,0.625,0,6.785714285714286,5.555555555555555,0,1.052631578947368,0,0,0.0,4.444444444444445,0,0.0,3.333333333333333,11.25,0,0,9.0,0.0,13.33333333333333,0,4.736842105263158,5.0,0.0,0,7.5,3.333333333333333,9.482758620689655,0.0,15.83333333333333,0,0.0,13.44444444444444,0,5.0,10.0,8.958333333333334,0.0,16.36363636363636,7.272727272727272,8.459016393442623,4.848484848484849,6.0,12.41379310344828,12.35294117647059,0.0,13.0,0.0,0,0,0.0,17.5,12.72727272727273,4.797201011591401
397,C-CORAL-FORTE CAP,0.0,0.0,0,9.23076923076923,0,3.333333333333333,0.625,0.0,0,0,0.0,0.3125,0,8.571428571428571,1.666666666666667,0,2.631578947368421,0,0,1.25,11.11111111111111,70,0.0,0.0,2.5,0,0,0.0,0.0,0.0,0,2.105263157894737,0.0,0.0,0,0.0,0.0,12.06896551724138,0.0,2.5,0,18.33333333333333,9.555555555555555,0,1.428571428571429,0.0,5.0,2.5,11.81818181818182,6.363636363636363,18.68852459016393,3.484848484848485,4.0,7.931034482758621,8.823529411764707,0.0,15.29411764705882,11.92307692307692,0,0,0.0,3.571428571428572,14.09090909090909,4.297037527573032
398,AMBROHIST-PLUS,3.65,17.63157894736842,0,10.11538461538461,0,3.9,1.875,0.0,10,4,1.947368421052632,0.75,0,2.285714285714286,10.5,0,4.368421052631579,0,3,1.125,5.222222222222222,13,0.0,3.666666666666667,10.125,0,0,15.0,0.0,0.0,0,6.157894736842105,5.0,0.0,5,0.0,0.0,11.98275862068965,0.0,5.0,0,70.0,9.688888888888888,8,1.214285714285714,2.4,4.0,18.75,2.727272727272727,14.90909090909091,11.70491803278689,3.0,6.4,5.344827586206897,2.941176470588236,0.625,8.735294117647058,5.230769230769231,0,0,11.66666666666667,13.28571428571429,10.54545454545454,5.817021726094355
399,SODI.VAL 134+VAL ACID 58 (CR),1.25,23.15789473684211,0,3.461538461538462,0,19.66666666666667,0.0,0.6666666666666666,0,0,9.894736842105264,1.25,0,2.857142857142857,1.111111111111111,0,1.052631578947368,0,0,0.0,3.333333333333333,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.578947368421053,6.666666666666667,0.0,0,0.0,0.0,13.10344827586207,0.0,13.33333333333333,0,0.0,10.0,0,0.0,0.0,9.166666666666666,0.0,15.45454545454546,14.54545454545454,4.098360655737705,13.33333333333333,9.0,7.931034482758621,14.70588235294118,2.5,12.35294117647059,5.384615384615385,0,0,0.0,12.14285714285714,18.63636363636364,3.994224963974306
400,CLOBETASOL CREAM,3.7,10.47368421052632,0,8.307692307692308,0,1.733333333333333,2.25,0.3333333333333333,0,0,4.526315789473684,1.671875,0,14.92857142857143,16.27777777777778,5,1.842105263157895,0,8,0.5,6.111111111111111,4,5.0,1.833333333333333,3.75,0,0,3.2,0.0,1.0,0,4.263157894736842,0.0,0.0,0,2.5,0.0,9.913793103448276,0.0,9.916666666666666,0,5.333333333333333,7.666666666666667,0,2.714285714285714,3.2,5.4375,2.25,12.09090909090909,2.272727272727273,7.713114754098361,14.0,3.5,7.96551724137931,14.88235294117647,1.375,10.02941176470588,4.846153846153846,0,0,2.833333333333333,17.35714285714286,29.13636363636364,4.533913698499017
401,KOFROS SYRUP,3.4,9.526315789473685,22,5.557692307692307,0,2.0,0.625,0.0,10,0,0.5789473684210527,0.328125,0,2.571428571428572,6.666666666666667,0,2.789473684210526,0,143,0.0,5.666666666666667,0,0.0,7.166666666666667,3.375,0,0,5.0,0.0,5.0,0,22.10526315789474,0.0,0.0,0,2.5,2.666666666666667,15.1551724137931,0.0,0.8333333333333334,0,0.8333333333333334,8.777777777777779,0,7.214285714285714,7.2,2.708333333333333,0.0,34.09090909090909,6.818181818181818,6.39344262295082,7.303030303030303,6.7,8.810344827586206,4.147058823529412,0.0,27.47058823529412,7.153846153846154,0,0,20.83333333333333,15.14285714285714,10.5,7.311265727034324
